Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,direction,n_hits
gs_ind_0,Mismatch Repair (MMR) Directed By MSH2:MSH6 (MutSalpha) R-HSA-5358565,3/14,0.10513028182125415,0.6085618734243835,3.35296066252588,7.552728032597045,EXO1;POLD1;MSH2,up in tumor,3
gs_ind_0,Inactivation Of CDC42 And RAC1 R-HSA-428543,2/7,0.10991646171982257,0.6085618734243835,5.006428165253294,11.0543668146561,ROBO1;ARHGAP39,up in tumor,2
gs_ind_0,Laminin Interactions R-HSA-3000157,4/22,0.1052503075706672,0.6085618734243835,2.6803114031537665,6.034490306871897,ITGA2;ITGA6;LAMA4;LAMC1,up in tumor,4
gs_ind_0,G2/M Transition R-HSA-69275,20/179,0.10906630014543929,0.6085618734243835,1.4187350782924186,3.1436322266379646,HMMR;CCNA2;GTSE1;FBXL18;TPX2;CENPF;CDK1;CEP131;LIN9;AURKA;NEK2;FOXM1;CCNB1;PLK4;CDC25C;CCNB2;PKMYT1;PLK1;CDC25A;MYBL2,up in tumor,20
gs_ind_0,Anchoring Fibril Formation R-HSA-2214320,2/7,0.10991646171982257,0.6085618734243835,5.006428165253294,11.0543668146561,COL7A1;LAMA4,up in tumor,2
gs_ind_0,Attachment Of GPI Anchor To uPAR R-HSA-162791,2/7,0.10991646171982257,0.6085618734243835,5.006428165253294,11.0543668146561,PIGU;GPAA1,up in tumor,2
gs_ind_0,Neurofascin Interactions R-HSA-447043,2/7,0.10991646171982257,0.6085618734243835,5.006428165253294,11.0543668146561,DCX;NRCAM,up in tumor,2
gs_ind_0,NrCAM Interactions R-HSA-447038,2/7,0.10991646171982257,0.6085618734243835,5.006428165253294,11.0543668146561,MPP3;NRCAM,up in tumor,2
gs_ind_0,Non-integrin membrane-ECM Interactions R-HSA-3000171,6/40,0.11167756165777053,0.6153108372891726,2.0766745272771083,4.552360204856156,FGF13;LAMA4;ITGA2;PDGFA;ITGA6;LAMC1,up in tumor,6
gs_ind_0,RHOD GTPase Cycle R-HSA-9013405,7/50,0.11906749754666572,0.6425036373535112,1.9005952436925797,4.044589723868009,ARHGAP39;DEPDC1B;RACGAP1;PLXNA1;MCAM;DIAPH3;DBN1,up in tumor,7
gs_ind_0,Regulation Of Insulin Secretion R-HSA-422356,9/69,0.11801440698672422,0.6425036373535112,1.7313880371731611,3.69988718818093,SYT5;GNG4;GLP1R;STX1A;ADRA2C;KCNJ11;CACNA1E;ACSL4;ADCY6,up in tumor,9
gs_ind_0,Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,4/23,0.1194434074727673,0.6425036373535112,2.5427338792435443,5.403087251885186,CDKN2A;ERC2;CDC25A;CDC25C,up in tumor,4
gs_ind_0,NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508,4/23,0.1194434074727673,0.6425036373535112,2.5427338792435443,5.403087251885186,HEY1;DLGAP5;NOTCH3;HES5,up in tumor,4
gs_ind_0,Peptide Ligand-Binding Receptors R-HSA-375276,15/129,0.11764458836648874,0.6425036373535112,1.4935323097458493,3.1962893230178024,KISS1;AVPR2;BDKRB2;CCR8;CCL20;OXTR;APLN;CCR3;GRPR;F2RL3;GALR3;BDKRB1;NPFFR2;CCL25;TAC3,up in tumor,15
gs_ind_0,Hyaluronan Metabolism R-HSA-2142845,3/15,0.12364213127052652,0.6466996266914636,3.0845714285714285,6.447876835768934,HMMR;ABCC5;CEMIP,up in tumor,3
gs_ind_0,NCAM1 Interactions R-HSA-419037,5/32,0.12305795005120944,0.6466996266914636,2.204031599019341,4.617666373738369,COL9A1;CACNB4;COL4A1;ARTN;COL4A2,up in tumor,5
gs_ind_0,RND2 GTPase Cycle R-HSA-9696270,6/41,0.12213889021417848,0.6466996266914636,2.01807684482474,4.243201184341574,DLG5;SCRIB;DEPDC1B;MUC13;LRRC1;KIF14,up in tumor,6
gs_ind_0,PI3K Events In ERBB2 Signaling R-HSA-1963642,3/15,0.12364213127052652,0.6466996266914636,3.0845714285714285,6.447876835768934,NRG2;PIGU;EGF,up in tumor,3
gs_ind_0,Mismatch Repair R-HSA-5358508,3/15,0.12364213127052652,0.6466996266914636,3.0845714285714285,6.447876835768934,EXO1;POLD1;MSH2,up in tumor,3
gs_ind_0,Fertilization R-HSA-1187000,3/15,0.12364213127052652,0.6466996266914636,3.0845714285714285,6.447876835768934,ADAM21;KCNU1;ZP3,up in tumor,3
gs_ind_0,Glycosaminoglycan Metabolism R-HSA-1630316,13/110,0.12612897027330722,0.6536821062109758,1.5272440282016206,3.162082889851508,HMMR;CSPG4;ACAN;B3GNT4;ABCC5;CHST6;GPC2;BCAN;GPC3;IDUA;SLC26A2;CEMIP;CSPG5,up in tumor,13
gs_ind_0,G Alpha (I) Signaling Events R-HSA-418594,24/225,0.12576201024031372,0.6536821062109758,1.3422883288630072,2.783052252635742,CCR8;RGS20;CCR3;BDKRB1;GPSM2;CCL25;ADCY6;CCL20;GNAL;GNG4;GABBR2;GNAZ;PDE1C;GRM2;APLN;RHO;GALR3;HTR1D;UBD;KPNA2;BDKRB2;ADRA2C;RGS5;GPSM1,up in tumor,24
gs_ind_0,Activation Of Ca-permeable Kainate Receptor R-HSA-451308,2/8,0.1387299880596471,0.6875918622170282,4.235999246877681,8.36705486124964,MPP3;GRIK4,up in tumor,2
gs_ind_0,DNA Replication Initiation R-HSA-68952,2/8,0.1387299880596471,0.6875918622170282,4.235999246877681,8.36705486124964,POLA2;PRIM2,up in tumor,2
gs_ind_0,Netrin Mediated Repulsion Signals R-HSA-418886,2/8,0.1387299880596471,0.6875918622170282,4.235999246877681,8.36705486124964,UNC5A;DCC,up in tumor,2
gs_ind_0,Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,7/52,0.13868337346156814,0.6875918622170282,1.8168727917841634,3.5893445427783184,H2BC15;H2BC17;H2BC9;ARTN;EYA1;H2BC11;H2AX,up in tumor,7
gs_ind_0,Ca2+ Activated K+ Channels R-HSA-1296052,2/8,0.1387299880596471,0.6875918622170282,4.235999246877681,8.36705486124964,KCNN3;KCNN1,up in tumor,2
gs_ind_0,Interaction Between L1 And Ankyrins R-HSA-445095,4/24,0.13440770374374933,0.6875918622170282,2.418578552787978,4.853790959419332,SCN4A;KCNQ3;NRCAM;SCN4B,up in tumor,4
gs_ind_0,Peptide Hormone Biosynthesis R-HSA-209952,2/8,0.1387299880596471,0.6875918622170282,4.235999246877681,8.36705486124964,CHGA;INHA,up in tumor,2
gs_ind_0,L1CAM Interactions R-HSA-373760,11/91,0.13473194664612168,0.6875918622170282,1.5753328387928005,3.1577043510704317,SCN4A;KCNQ3;GAP43;ITGA2;MPP3;DNM3;NRCAM;KIF4A;SCN4B;DCX;LAMC1,up in tumor,11
gs_ind_0,Adrenoceptors R-HSA-390696,2/8,0.1387299880596471,0.6875918622170282,4.235999246877681,8.36705486124964,ADRA1D;ADRA2C,up in tumor,2
gs_ind_0,Adenylate Cyclase Activating Pathway R-HSA-170660,2/8,0.1387299880596471,0.6875918622170282,4.235999246877681,8.36705486124964,GNAL;ADCY6,up in tumor,2
gs_ind_0,Nonhomologous End-Joining (NHEJ) R-HSA-5693571,6/43,0.14443071338169255,0.7035573377176869,1.910257109112383,3.696262267768696,H2BC15;H2BC17;H2BC9;ARTN;H2BC11;H2AX,up in tumor,6
gs_ind_0,Meiotic Synapsis R-HSA-1221632,6/43,0.14443071338169255,0.7035573377176869,1.910257109112383,3.696262267768696,H2BC15;H2BC17;H2BC9;SMC1B;H2BC11;H2AX,up in tumor,6
gs_ind_0,Lewis Blood Group Biosynthesis R-HSA-9037629,3/16,0.1432247936969972,0.7035573377176869,2.8559435626102294,5.550069074799662,B4GALNT2;FUT2;B3GALT1,up in tumor,3
gs_ind_0,"GABA Synthesis, Release, Reuptake And Degradation R-HSA-888590",3/16,0.1432247936969972,0.7035573377176869,2.8559435626102294,5.550069074799662,GAD1;SLC6A11;STX1A,up in tumor,3
gs_ind_0,Phase 0 - Rapid Depolarisation R-HSA-5576892,4/25,0.1500870394028626,0.7248884669031875,2.305972559025953,4.373368944562089,SCN4A;SCN4B;FGF13;FGF12,up in tumor,4
gs_ind_0,Basigin Interactions R-HSA-210991,4/25,0.1500870394028626,0.7248884669031875,2.305972559025953,4.373368944562089,SLC7A6;ITGA6;MMP1;SLC7A11,up in tumor,4
gs_ind_0,MET Activates PTK2 Signaling R-HSA-8874081,3/17,0.16374283597174744,0.7762081861905206,2.658850574712644,4.811078855911036,ITGA2;LAMC1;LAMA4,up in tumor,3
gs_ind_0,Role Of Second Messengers In Netrin-1 Signaling R-HSA-418890,2/9,0.16891931452780493,0.7762081861905206,3.6710180400688968,6.528296587677874,TRPC6;DCC,up in tumor,2
gs_ind_0,Integration Of Energy Metabolism R-HSA-163685,11/95,0.16599780911987327,0.7762081861905206,1.500463314094613,2.694503043682561,PRKAA2;SYT5;GNG4;GLP1R;STX1A;ADRA2C;KCNJ11;CACNA1E;ACLY;ACSL4;ADCY6,up in tumor,11
gs_ind_0,Inhibition Of DNA Recombination At Telomere R-HSA-9670095,5/35,0.1625256161204197,0.7762081861905206,1.9869468720275443,3.6101228192106123,H2BC15;H2BC17;H2BC9;H2BC11;H2AX,up in tumor,5
gs_ind_0,Regulation Of Commissural Axon Pathfinding By SLIT And ROBO R-HSA-428542,2/9,0.16891931452780493,0.7762081861905206,3.6710180400688968,6.528296587677874,ROBO1;DCC,up in tumor,2
gs_ind_0,CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742,4/26,0.16642217004636278,0.7762081861905206,2.2033759869316634,3.9511544699331944,ACTN2;RASGRF2;MPP3;GPRIN1,up in tumor,4
gs_ind_0,Type I Hemidesmosome Assembly R-HSA-446107,2/9,0.16891931452780493,0.7762081861905206,3.6710180400688968,6.528296587677874,ITGA6;LAMA4,up in tumor,2
gs_ind_0,"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",3/17,0.16374283597174744,0.7762081861905206,2.658850574712644,4.811078855911036,ACTN2;MPP3;GPRIN1,up in tumor,3
gs_ind_0,SUMOylation Of DNA Replication Proteins R-HSA-4615885,6/45,0.16842459850373967,0.7762081861905206,1.8133558276493784,3.230071105337926,CDCA8;AURKA;AURKB;TOP2A;BIRC5;INCENP,up in tumor,6
gs_ind_0,Multifunctional Anion Exchangers R-HSA-427601,2/9,0.16891931452780493,0.7762081861905206,3.6710180400688968,6.528296587677874,SLC26A2;SLC26A6,up in tumor,2
gs_ind_0,Androgen Biosynthesis R-HSA-193048,2/9,0.16891931452780493,0.7762081861905206,3.6710180400688968,6.528296587677874,CYP17A1;CHGA,up in tumor,2
gs_ind_0,Activation Of PUMA And Translocation To Mitochondria R-HSA-139915,2/9,0.16891931452780493,0.7762081861905206,3.6710180400688968,6.528296587677874,TP73;E2F1,up in tumor,2
gs_ind_0,Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,9/75,0.1701385861660782,0.7786584487842692,1.5747045747045747,2.78902534890352,PSCA;LYPD1;THY1;PRND;LY6H;CD109;GPAA1;NTM;PIGU,up in tumor,9
gs_ind_0,Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091,6/46,0.18100757320967592,0.8250746810963139,1.7684941232683578,3.0227391723302763,CSPG4;GPC2;BCAN;GPC3;IDUA;CSPG5,up in tumor,6
gs_ind_0,Post NMDA Receptor Activation Events R-HSA-438064,7/56,0.1821716389710661,0.8258100719590524,1.6697242399451289,2.843216395763922,KPNA2;RASGRF2;PRKAA2;ACTN2;MPP3;GPRIN1;MAPT,up in tumor,7
gs_ind_0,Striated Muscle Contraction R-HSA-390522,4/27,0.18335166355390414,0.8258100719590524,2.1095110379943347,3.5784675966932413,ACTN2;MYBPC1;TPM2;NEB,up in tumor,4
gs_ind_0,Adherens Junctions Interactions R-HSA-418990,4/27,0.18335166355390414,0.8258100719590524,2.1095110379943347,3.5784675966932413,CDH24;CDH13;NECTIN1;CDH8,up in tumor,4
gs_ind_0,Scavenging By Class A Receptors R-HSA-3000480,3/18,0.18506169869734748,0.8302175020612229,2.487188940092166,4.196051903948143,COL4A1;COLEC12;COL4A2,up in tumor,3
gs_ind_0,Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408,9/77,0.18956317187399543,0.8470637798306488,1.5285763533938717,2.542072841061052,CCNA2;CCNB1;UBE2C;UBE2S;CDC20;PLK1;MAD2L1;CDK1;BUB1B,up in tumor,9
gs_ind_0,Antimicrobial Peptides R-HSA-6803157,5/37,0.19129280589039072,0.8514405281787979,1.8644888209039667,3.0837713033650624,CHGA;BPIFB4;DEFB132;LCN2;REG3A,up in tumor,5
gs_ind_0,Activation Of AMPK Downstream Of NMDARs R-HSA-9619483,2/10,0.2000557738724231,0.8600846732304904,3.2389735878033563,5.212023765006118,MAPT;PRKAA2,up in tumor,2
gs_ind_0,Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation R-HSA-2151209,2/10,0.2000557738724231,0.8600846732304904,3.2389735878033563,5.212023765006118,PRKAA2;MAPK12,up in tumor,2
gs_ind_0,MASTL Facilitates Mitotic Progression R-HSA-2465910,2/10,0.2000557738724231,0.8600846732304904,3.2389735878033563,5.212023765006118,CDK1;CCNB1,up in tumor,2
gs_ind_0,EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,4/28,0.20081272106262552,0.8600846732304904,2.0233085338682164,3.248184195865944,DRP2;LAMC1;POU3F2;MPZ,up in tumor,4
gs_ind_0,Platelet Adhesion To Exposed Collagen R-HSA-75892,2/10,0.2000557738724231,0.8600846732304904,3.2389735878033563,5.212023765006118,ITGA2;VWF,up in tumor,2
gs_ind_0,Reversible Hydration Of Carbon Dioxide R-HSA-1475029,2/10,0.2000557738724231,0.8600846732304904,3.2389735878033563,5.212023765006118,CA12;CA4,up in tumor,2
gs_ind_0,Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308,2/10,0.2000557738724231,0.8600846732304904,3.2389735878033563,5.212023765006118,CACNB4;CACNA1E,up in tumor,2
gs_ind_0,Crosslinking Of Collagen Fibrils R-HSA-2243919,2/10,0.2000557738724231,0.8600846732304904,3.2389735878033563,5.212023765006118,LOX;LOXL2,up in tumor,2
gs_ind_0,Regulation Of TP53 Activity R-HSA-5633007,16/152,0.19763295783563684,0.8600846732304904,1.332916740699695,2.1611161826978833,BLM;CCNA2;CDKN2A;PRKAA2;CHEK1;EXO1;TPX2;AURKA;AURKB;RFC4;ARTN;TP73;EHMT2;RMI2;BRIP1;CDK1,up in tumor,16
gs_ind_0,MET Promotes Cell Motility R-HSA-8875878,4/28,0.20081272106262552,0.8600846732304904,2.0233085338682164,3.248184195865944,PIGU;ITGA2;LAMC1;LAMA4,up in tumor,4
gs_ind_0,Processive Synthesis On C-strand Of Telomere R-HSA-174414,3/19,0.2070496729925704,0.8647276329743142,2.3363347763347764,3.6792519415769243,BLM;POLD1;FEN1,up in tumor,3
gs_ind_0,RHOA GTPase Cycle R-HSA-8980692,15/142,0.2033191295817137,0.8647276329743142,1.3403848529277502,2.1352042087952867,ECT2;ARHGAP39;RASGRF2;ANLN;IQGAP3;ARHGEF11;DEPDC1B;RACGAP1;ARHGAP11B;ARHGAP11A;ARHGAP22;PKN3;MCAM;RHPN1;DIAPH3,up in tumor,15
gs_ind_0,Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383,3/19,0.2070496729925704,0.8647276329743142,2.3363347763347764,3.6792519415769243,CDK1;CCNB1;CCNB2,up in tumor,3
gs_ind_0,Synaptic Adhesion-Like Molecules R-HSA-8849932,3/19,0.2070496729925704,0.8647276329743142,2.3363347763347764,3.6792519415769243,LRFN2;MPP3;GPRIN1,up in tumor,3
gs_ind_0,Syndecan Interactions R-HSA-3000170,3/19,0.2070496729925704,0.8647276329743142,2.3363347763347764,3.6792519415769243,ITGA2;ITGA6;FGF13,up in tumor,3
gs_ind_0,Netrin-1 Signaling R-HSA-373752,6/48,0.20722988208723653,0.8647276329743142,1.6851041315954018,2.6522301498042267,DCC;ROBO1;UNC5A;TRPC6;MAPK12;RGMA,up in tumor,6
gs_ind_0,Long-term Potentiation R-HSA-9620244,3/19,0.2070496729925704,0.8647276329743142,2.3363347763347764,3.6792519415769243,ACTN2;MPP3;GPRIN1,up in tumor,3
gs_ind_0,Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,3/20,0.22957944409895303,0.8887222153389187,2.202721088435374,3.241317623368155,ACTN2;MPP3;GPRIN1,up in tumor,3
gs_ind_0,DSCAM Interactions R-HSA-376172,2/11,0.2317724896390484,0.8887222153389187,2.8978858623305612,4.236706338826718,DCC;MAPK12,up in tumor,2
gs_ind_0,APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419,8/70,0.2256305137132668,0.8887222153389187,1.4985975443383357,2.23119671377927,CCNA2;UBE2C;UBE2S;CDC20;NEK2;MAD2L1;CDK1;BUB1B,up in tumor,8
gs_ind_0,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,10/90,0.21497946687571795,0.8887222153389187,1.4375616070686317,2.2098380432551847,CHGA;AVPR2;CRHR2;GNG4;GLP1R;ADM2;GNAZ;HTR4;GHRHR;ADCY6,up in tumor,10
gs_ind_0,Visual Phototransduction R-HSA-2187338,9/80,0.2203796195887205,0.8887222153389187,1.4642226460408279,2.2144957124785054,STRA6;AKR1C3;AKR1B10;PPEF1;RHO;GPC2;GPC3;LPL;PDE6A,up in tumor,9
gs_ind_0,Metabolism Of Steroid Hormones R-HSA-196071,4/29,0.21874191786356834,0.8887222153389187,1.9438670104578721,2.9544109655531536,CYP19A1;CYP17A1;CHGA;AKR1B15,up in tumor,4
gs_ind_0,Transcriptional Regulation By VENTX R-HSA-8853884,5/39,0.2216911161455874,0.8887222153389187,1.7562288046932677,2.6457064195504345,CDKN2A;UBE2C;LEF1;EHMT2;UBE2S,up in tumor,5
gs_ind_0,Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185,6/49,0.22081997636075232,0.8887222153389187,1.6462846527131638,2.4865606800460203,CSPG4;GPC2;BCAN;GPC3;IDUA;CSPG5,up in tumor,6
gs_ind_0,Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407,3/20,0.22957944409895303,0.8887222153389187,2.202721088435374,3.241317623368155,UBE2S;CDC20;UBE2C,up in tumor,3
gs_ind_0,Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803,3/20,0.22957944409895303,0.8887222153389187,2.202721088435374,3.241317623368155,ERC2;CDC25C;CDC25A,up in tumor,3
gs_ind_0,Opsins R-HSA-419771,1/3,0.22962175464409812,0.8887222153389187,6.605871160641478,9.719362701346206,RHO,up in tumor,1
gs_ind_0,Adenylate Cyclase Inhibitory Pathway R-HSA-170670,2/11,0.2317724896390484,0.8887222153389187,2.8978858623305612,4.236706338826718,GNAL;ADCY6,up in tumor,2
gs_ind_0,Activation Of Phototransduction Cascade R-HSA-2485179,2/11,0.2317724896390484,0.8887222153389187,2.8978858623305612,4.236706338826718,RHO;PDE6A,up in tumor,2
gs_ind_0,TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910,2/11,0.2317724896390484,0.8887222153389187,2.8978858623305612,4.236706338826718,CHGA;ATAD2,up in tumor,2
gs_ind_0,Establishment Of Sister Chromatid Cohesion R-HSA-2468052,2/11,0.2317724896390484,0.8887222153389187,2.8978858623305612,4.236706338826718,CDCA5;ESCO2,up in tumor,2
gs_ind_0,HS-GAG Degradation R-HSA-2024096,3/20,0.22957944409895303,0.8887222153389187,2.202721088435374,3.241317623368155,GPC2;IDUA;GPC3,up in tumor,3
gs_ind_0,Tachykinin Receptors Bind Tachykinins R-HSA-380095,1/3,0.22962175464409812,0.8887222153389187,6.605871160641478,9.719362701346206,TAC3,up in tumor,1
gs_ind_0,RHOF GTPase Cycle R-HSA-9035034,5/39,0.2216911161455874,0.8887222153389187,1.7562288046932677,2.6457064195504345,ARHGAP39;BAIAP2L2;DEPDC1B;MCAM;DIAPH3,up in tumor,5
gs_ind_0,Response To Metal Ions R-HSA-5660526,2/11,0.2317724896390484,0.8887222153389187,2.8978858623305612,4.236706338826718,MT3;PKMYT1,up in tumor,2
gs_ind_0,Pyrimidine Salvage R-HSA-73614,2/11,0.2317724896390484,0.8887222153389187,2.8978858623305612,4.236706338826718,TK1;UCK2,up in tumor,2
gs_ind_0,Chondroitin Sulfate Biosynthesis R-HSA-2022870,3/20,0.22957944409895303,0.8887222153389187,2.202721088435374,3.241317623368155,CSPG4;BCAN;CSPG5,up in tumor,3
gs_ind_0,RND3 GTPase Cycle R-HSA-9696264,5/39,0.2216911161455874,0.8887222153389187,1.7562288046932677,2.6457064195504345,SEMA4F;DLG5;SCRIB;DEPDC1B;MUC13,up in tumor,5
gs_ind_0,Blood Group Systems Biosynthesis R-HSA-9033658,3/20,0.22957944409895303,0.8887222153389187,2.202721088435374,3.241317623368155,B3GALT1;B4GALNT2;FUT2,up in tumor,3
gs_ind_0,PI-3K cascade:FGFR3 R-HSA-5654710,2/11,0.2317724896390484,0.8887222153389187,2.8978858623305612,4.236706338826718,PIGU;FGF13,up in tumor,2
gs_ind_0,Signaling By PDGF R-HSA-186797,6/50,0.234695314380855,0.8968996020951867,1.6092098695110262,2.33249682821063,COL9A1;THBS4;COL4A1;PDGFA;PDGFRB;COL4A2,up in tumor,6
gs_ind_0,G Alpha (Z) Signaling Events R-HSA-418597,5/40,0.2374073382152754,0.9011950798472829,1.7066731634700603,2.454158268588293,RGS20;GNG4;ADRA2C;GNAZ;ADCY6,up in tumor,5
gs_ind_0,RND1 GTPase Cycle R-HSA-9696273,5/40,0.2374073382152754,0.9011950798472829,1.7066731634700603,2.454158268588293,DLG5;DEPDC1B;PLXNA1;MUC13;KIF14,up in tumor,5
gs_ind_0,G Alpha (12/13) Signaling Events R-HSA-416482,8/72,0.24902257081850002,0.9390053750132809,1.4519855748384571,2.018567393566323,ECT2;RASGRF2;ARHGEF37;ARHGEF11;GNG4;FGD1;ADRA1D;ARHGEF39,up in tumor,8
gs_ind_0,AURKA Activation By TPX2 R-HSA-8854518,8/72,0.24902257081850002,0.9390053750132809,1.4519855748384571,2.018567393566323,HMMR;CEP131;PLK4;TPX2;AURKA;PLK1;NEK2;CDK1,up in tumor,8
gs_ind_0,PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801,3/21,0.25252926832050415,0.9490752302773914,2.0835521235521237,2.8674430278430125,POLD1;FEN1;RFC4,up in tumor,3
gs_ind_0,Retinoid Metabolism And Transport R-HSA-975634,5/41,0.2534168448820944,0.9492677192778124,1.6598328998481247,2.27848505117513,AKR1C3;AKR1B10;GPC2;GPC3;LPL,up in tumor,5
gs_ind_0,Organic Cation/Anion/Zwitterion Transport R-HSA-549132,2/12,0.26375706608993194,0.9640389056251717,2.6217672274240127,3.4940994570198773,SLC22A12;SLC22A15,up in tumor,2
gs_ind_0,Cytosolic Iron-Sulfur Cluster Assembly R-HSA-2564830,2/12,0.26375706608993194,0.9640389056251717,2.6217672274240127,3.4940994570198773,POLD1;BRIP1,up in tumor,2
gs_ind_0,Lysosphingolipid And LPA Receptors R-HSA-419408,2/12,0.26375706608993194,0.9640389056251717,2.6217672274240127,3.4940994570198773,PLPPR4;PLPPR2,up in tumor,2
gs_ind_0,"Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366",8/73,0.2610010420096369,0.9640389056251717,1.4297470397717214,1.9204803733995983,SLC22A12;SLC6A7;SLC5A11;SLC6A11;SLC22A15;SLC6A9;SLC30A3;SLC39A10,up in tumor,8
gs_ind_0,Metabolism Of Amine-Derived Hormones R-HSA-209776,2/12,0.26375706608993194,0.9640389056251717,2.6217672274240127,3.4940994570198773,CHGA;DIO2,up in tumor,2
gs_ind_0,ERBB2 Activates PTK6 Signaling R-HSA-8847993,2/12,0.26375706608993194,0.9640389056251717,2.6217672274240127,3.4940994570198773,NRG2;EGF,up in tumor,2
gs_ind_0,Stimuli-sensing Channels R-HSA-2672351,9/84,0.26415515387614835,0.9640389056251717,1.3863731280949825,1.8455657562011993,ANO4;CLCN1;WNK4;CLCNKA;BEST4;TRPC6;ANO2;ASIC3;ASIC1,up in tumor,9
gs_ind_0,Telomere C-strand Synthesis Initiation R-HSA-174430,2/12,0.26375706608993194,0.9640389056251717,2.6217672274240127,3.4940994570198773,POLA2;PRIM2,up in tumor,2
gs_ind_0,Zinc Transporters R-HSA-435354,2/15,0.35887913002680827,0.9999999999999991,2.0388501092879663,2.089351676905928,SLC30A3;SLC39A10,up in tumor,2
gs_ind_0,Zinc Influx Into Cells By SLC39 Gene Family R-HSA-442380,1/9,0.5428446569018622,0.9999999999999991,1.9423276785571526,1.186630294590514,SLC39A10,up in tumor,1
gs_ind_0,Zinc Efflux And Compartmentalization By SLC30 Family R-HSA-435368,1/6,0.4065393264449239,0.9999999999999991,3.0022239244854085,2.7022255299204825,SLC30A3,up in tumor,1
gs_ind_0,Xenobiotics R-HSA-211981,1/21,0.839087297651768,0.9999999999999991,0.8048780487804879,0.14120823008158465,CYP2W1,up in tumor,1
gs_ind_0,XBP1(S) Activates Chaperone Genes R-HSA-381038,2/45,0.8985660753823476,0.9999999999999991,0.631808789649233,0.06757513171874514,EXTL1;CUL7,up in tumor,2
gs_ind_0,WNT Ligand Biogenesis And Trafficking R-HSA-3238698,2/21,0.5317992271399721,0.9999999999999991,1.411093212833762,0.8910901995419729,WNT6;WNT3A,up in tumor,2
gs_ind_0,VxPx Cargo-Targeting To Cilium R-HSA-5620916,1/19,0.8084919101800757,0.9999999999999991,0.8919800474570793,0.1896212269276515,RHO,up in tumor,1
gs_ind_0,Vpr-mediated Nuclear Import Of PICs R-HSA-180910,1/35,0.9524432366998747,0.9999999999999991,0.4779299667915431,0.023287026643653782,HMGA1,up in tumor,1
gs_ind_0,Vitamins R-HSA-211916,1/4,0.29378797489011954,0.9999999999999991,4.718246417893061,5.779365626136818,CYP27B1,up in tumor,1
gs_ind_0,Vitamin D (Calciferol) Metabolism R-HSA-196791,1/11,0.6158482926650748,0.9999999999999991,1.5722051799790315,0.7621337307476526,CYP27B1,up in tumor,1
gs_ind_0,Vesicle-mediated Transport R-HSA-5653656,35/612,0.9947396877356601,0.9999999999999991,0.6699598748892573,0.003533499972540991,KIF5A;CENPE;AVPR2;BICD1;DNM3;KIFC1;EGF;COL4A2;KIF15;TBC1D16;VPS45;CLVS1;RAB6B;RACGAP1;MPZ;KIF20A;COLEC12;PRKAA2;CHML;KIF4A;KIF11;KIF23;COL7A1;GJA5;KIF21B;KIF18B;PAFAH1B3;KIFC2;KIF2C;AKR1B10;SORT1;COL4A1;DNAJC6;KIF18A;DYNC1I1,up in tumor,35
gs_ind_0,Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040,3/35,0.5667991667971974,0.9999999999999991,1.1852014652014653,0.6728984177134733,GNG4;AVPR2;ADCY6,up in tumor,3
gs_ind_0,VEGFA-VEGFR2 Pathway R-HSA-4420097,2/89,0.9960910922341343,0.9999999999999991,0.31341543960526824,0.0012275127288847998,HSPB1;MAPK12,up in tumor,2
gs_ind_0,APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689,1/6,0.4065393264449239,0.9999999999999991,3.0022239244854085,2.7022255299204825,HMGA1,up in tumor,1
